Submat,RF,Noise,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
4,8,0,5.365311784,4.681467987,3.313553367,1.780141412,0.790018137,0.369756264,0.204019081,0.129350297,0.0900363,0.066775844,0.051636362,0.041427743,0.033861796,0.02830586,0.024094656,0.020753984,0.018024035,0.015833672,0.014066954,0.01252448,0.011256386,0.010128997,0.009184309,0.008366282,0.007654088
4,2,10,5.164598255,4.210687091,2.806860414,1.320937541,0.476484557,0.211111401,0.12567766,0.0879421,0.066371762,0.052821715,0.043391365,0.036366876,0.031124018,0.026991188,0.02375846,0.021050551,0.018879488,0.017029528,0.015474008,0.014146014,0.012958057,0.011933823,0.011032358,0.010236216,0.009530687
4,4,10,5.407951394,4.846900778,3.623371442,1.975339612,0.72778644,0.280994299,0.15083691,0.097986993,0.070743382,0.054494154,0.043505946,0.035929431,0.030263842,0.025923588,0.022478543,0.01974892,0.017518297,0.01568865,0.01412082,0.01279833,0.011649916,0.010678523,0.009821137,0.009074032,0.008421259
4,8,10,5.458922179,5.049860971,4.160980407,3.029973322,1.990795413,1.26224536,0.828280852,0.567871378,0.414151522,0.317328027,0.253816339,0.207338566,0.175417953,0.152375427,0.132331541,0.118162635,0.106612849,0.097142182,0.088794617,0.082496751,0.07691605,0.072107026,0.067048544,0.063112795,0.060440881
4,2,20,5.39845541,4.999922812,4.340787842,3.475390501,2.477107829,1.564821644,0.944375357,0.609131158,0.434157829,0.332664729,0.270193833,0.225845443,0.19541962,0.172473322,0.154271711,0.13943357,0.127625378,0.117341159,0.108590048,0.101332374,0.094928559,0.089357498,0.084390452,0.079822517,0.075902279
4,4,20,5.473912627,5.208436538,4.528404999,3.506392098,2.335650294,1.361988737,0.79532697,0.510388621,0.361628852,0.275993803,0.222034369,0.183637813,0.156015118,0.135235266,0.120080671,0.107197619,0.097724679,0.088278928,0.082092939,0.075704577,0.069720538,0.065865026,0.061533013,0.057979686,0.055017508
4,8,20,5.505548885,5.332450824,4.859598505,4.1938074,3.450240889,2.761221246,2.196846543,1.775503381,1.469380058,1.245230349,1.086444407,0.963754688,0.870084061,0.797801711,0.737871957,0.691854467,0.648037245,0.618878159,0.592920745,0.568015408,0.549522521,0.531906444,0.517786126,0.505573167,0.493993454
4,2,30,5.499732269,5.388974087,5.168706656,4.85845983,4.471113184,4.016473976,3.52992104,3.068808862,2.685432677,2.355271776,2.105995863,1.912239895,1.760002828,1.640007116,1.536348944,1.463931528,1.392484855,1.33725498,1.28807876,1.250394268,1.216718935,1.185379662,1.158727803,1.136185861,1.115070544
4,4,30,5.528998885,5.480604772,5.315522543,4.972609987,4.484112015,3.898284172,3.280148949,2.713142078,2.252955483,1.897502801,1.620822398,1.415146398,1.255401925,1.12952891,1.028145056,0.949252003,0.878285843,0.819545108,0.772172345,0.734182039,0.696509246,0.665540668,0.64204057,0.619390275,0.600835191
4,8,30,5.535190132,5.499997294,5.381591155,5.137346398,4.822080036,4.483864467,4.158547597,3.875256469,3.63216926,3.432460854,3.262247667,3.129051068,3.008365667,2.918082203,2.834759977,2.76759756,2.705087817,2.654367398,2.614971661,2.580222815,2.552612621,2.522375301,2.497734926,2.483807545,2.467670649
4,2,40,5.543829876,5.53147933,5.509043902,5.477020074,5.440876213,5.404905096,5.369890057,5.337977299,5.31836276,5.31417779,5.318183881,5.328370037,5.370758667,5.396797149,5.446109835,5.488144885,5.541489792,5.598482586,5.659074118,5.724371877,5.780874395,5.844885146,5.918165724,5.981922715,6.046129262
4,4,40,5.542812151,5.535770527,5.518912584,5.482053169,5.424399946,5.359587181,5.291565687,5.227647224,5.170929575,5.116094118,5.077113746,5.04859314,5.02394556,4.997193983,4.984277025,4.979376288,4.96141093,4.964613157,4.954573468,4.962168125,4.96701004,4.967134526,4.975001007,4.988134793,4.998694801
4,8,40,5.543780918,5.540656761,5.533291618,5.516838536,5.491183525,5.462792636,5.435996834,5.413399953,5.394196454,5.381036343,5.370545992,5.361163316,5.355058989,5.349711643,5.345334906,5.342258874,5.337957436,5.333811102,5.328566967,5.326470961,5.32198337,5.319148008,5.315373363,5.309286134,5.308439939
4,2,50,5.552104954,5.552453971,5.556568287,5.566869642,5.585378136,5.618284347,5.664044008,5.730122942,5.810651936,5.911262463,6.027115209,6.161647884,6.306819859,6.459636264,6.613213363,6.764309733,6.922739106,7.079924152,7.235453498,7.39035955,7.54997176,7.711382761,7.864558933,8.02206089,8.181309446
4,4,50,5.548237061,5.548261768,5.550326177,5.556681561,5.568367124,5.589757179,5.622304575,5.666530957,5.721649747,5.785979999,5.858403576,5.936768559,6.021054703,6.10720339,6.201169942,6.290878184,6.381776917,6.469258413,6.559474433,6.646743057,6.73632453,6.823593286,6.90624289,6.994757094,7.078463785
4,8,50,5.545713778,5.546252983,5.547508737,5.55035251,5.556955145,5.568568547,5.587126011,5.611214069,5.638459484,5.668341168,5.700470369,5.732540891,5.766709323,5.799084865,5.830726628,5.861846054,5.891353552,5.921053257,5.948637319,5.975551308,6.001304376,6.027439235,6.050050685,6.076785067,6.102134994
8,2,0,4.881067026,3.370358796,1.628938674,0.696993273,0.323033284,0.173914681,0.106485155,0.071154534,0.051505534,0.03886534,0.030527909,0.02441565,0.020120798,0.01675083,0.014180076,0.012138094,0.010392399,0.008938574,0.00779354,0.006853317,0.006094605,0.005454293,0.004900143,0.004442023,0.004029368
8,4,0,5.205166191,4.243478084,2.700308998,1.392619209,0.677866179,0.355597941,0.205095237,0.131696319,0.091474656,0.067225844,0.051586339,0.040830914,0.033247907,0.027535167,0.023102252,0.019673614,0.01696438,0.014733716,0.012918082,0.011418411,0.010140732,0.00907304,0.00815119,0.007357459,0.006674312
8,8,0,5.293473324,4.34766153,2.876555619,1.757647617,1.156986194,0.817469711,0.574977178,0.39878439,0.287840449,0.212773474,0.16562851,0.131185192,0.107896992,0.08989897,0.07583838,0.064097596,0.055824541,0.04856057,0.042665535,0.037793912,0.032269239,0.028129705,0.025683268,0.022916499,0.020299265
8,2,10,5.21254574,4.348033728,3.017306122,1.803693144,1.046065852,0.646018955,0.429429312,0.305774072,0.232793746,0.182783084,0.148024049,0.123339694,0.103887298,0.0908078,0.079817719,0.071407116,0.063848991,0.057315345,0.052393574,0.048392745,0.044095393,0.041000144,0.038340937,0.035808937,0.033310017
8,4,10,5.364133131,4.792389751,3.737329271,2.525168732,1.615338307,1.041301289,0.703878584,0.492894152,0.361080848,0.279556359,0.222441497,0.18420142,0.153826588,0.130994397,0.114412724,0.099809447,0.088548115,0.079885955,0.072245252,0.065653509,0.060308323,0.05551229,0.05176071,0.047863864,0.044885144
8,8,10,5.431397854,4.700676483,3.164034327,1.87147542,1.134118544,0.676093157,0.401307617,0.248121964,0.167396825,0.119113651,0.09025313,0.071428186,0.0570612,0.047634112,0.039907904,0.033979502,0.029369298,0.025791628,0.022810518,0.02029909,0.018146765,0.016342344,0.014820791,0.013515392,0.012354892
8,2,20,5.404748697,4.997547749,4.163494154,3.099304976,2.189109688,1.568080497,1.194101597,0.952135518,0.794729406,0.684681517,0.606584146,0.540950829,0.49778869,0.456555625,0.424847598,0.402158405,0.382171792,0.362705719,0.342686767,0.330786644,0.317759698,0.307725185,0.297944655,0.290671562,0.280985084
8,4,20,5.474285458,5.237109446,4.663486517,3.846638737,3.024204296,2.349628564,1.858090958,1.493681488,1.23500194,1.047687879,0.911774627,0.810519928,0.720929619,0.661475759,0.6103937,0.570361576,0.534088699,0.506223425,0.479106483,0.454654361,0.438122726,0.420300712,0.404829969,0.395104462,0.381999259
8,8,20,5.500634171,5.19647546,4.222748361,2.955999654,2.011428988,1.381262348,0.964959342,0.703712939,0.537640867,0.416772709,0.333203458,0.278136342,0.230809679,0.197665336,0.173114618,0.15330051,0.13594821,0.125365386,0.114014292,0.104843169,0.096805224,0.089900052,0.085459052,0.07927815,0.074421316
8,2,30,5.503252272,5.404023571,5.155100348,4.738944914,4.237272485,3.700676811,3.254976495,2.868286068,2.585766978,2.357094933,2.190917694,2.064190215,1.974589118,1.889530437,1.826144583,1.776658613,1.728407873,1.700046191,1.666538255,1.638690411,1.62882662,1.603881395,1.595682589,1.589850477,1.57047756
8,4,30,5.522173103,5.457959421,5.283488232,4.965427996,4.551269356,4.107477305,3.680609828,3.32064002,3.024195382,2.792069342,2.610551186,2.466080547,2.342177632,2.235216865,2.167881832,2.10457636,2.046940833,2.007323337,1.96914121,1.948467629,1.911955119,1.893018916,1.888140819,1.866963085,1.866162157
8,8,30,5.528815979,5.443086731,5.083602913,4.343375992,3.502116461,2.804588189,2.29336847,1.905667556,1.619102827,1.393348919,1.220193472,1.087597119,0.988522307,0.900729757,0.83951192,0.78201088,0.742757391,0.707805685,0.678817508,0.645570807,0.631887683,0.607729981,0.590954378,0.590955518,0.570250081
8,2,40,5.550803913,5.549948736,5.535186611,5.483561584,5.406015862,5.308524521,5.209187929,5.10454438,5.019164537,4.931607553,4.893373756,4.856318222,4.834743776,4.830847321,4.866637415,4.901467728,4.919699461,4.956848871,5.004598471,5.050803549,5.102225233,5.163907818,5.225659088,5.282479336,5.344224237
8,4,40,5.549430235,5.553093624,5.558520302,5.536337097,5.493146345,5.434371567,5.377941256,5.33110223,5.281851381,5.256909016,5.235733654,5.22669655,5.234614483,5.241130384,5.256324484,5.287136456,5.331876141,5.347758373,5.392932543,5.420663082,5.468212637,5.508429338,5.547578119,5.589371462,5.640100828
8,8,40,5.544761177,5.547687725,5.544172859,5.502008213,5.384383715,5.185970894,4.945860815,4.710135445,4.494706566,4.319662066,4.178796648,4.060179527,3.962852938,3.877336319,3.818228382,3.769464422,3.713262199,3.684320563,3.642321835,3.626551289,3.590170367,3.570069443,3.552491746,3.538900415,3.518794708
8,2,50,5.561063812,5.579302715,5.606272953,5.626806406,5.646812378,5.67693232,5.71585985,5.772699333,5.863201452,5.956137293,6.079263981,6.220328737,6.357481285,6.509097353,6.672956179,6.847342852,7.017494469,7.191443129,7.360742296,7.545034405,7.719400562,7.881045576,8.046407814,8.226392881,8.398043854
8,4,50,5.553204214,5.565887596,5.595416801,5.615267303,5.636587931,5.66035829,5.688930565,5.727237352,5.781882063,5.848151951,5.922179945,6.008403776,6.094518494,6.191689514,6.294864037,6.39304038,6.495216013,6.593680916,6.703315199,6.800376581,6.887276701,6.985237753,7.088653986,7.182258644,7.275776487
8,8,50,5.547336489,5.557530176,5.576198879,5.59154377,5.607112749,5.61998266,5.637366283,5.655531164,5.679665152,5.705412079,5.734690205,5.767779013,5.802442327,5.839531786,5.870303591,5.908704559,5.941510366,5.975337267,6.008807753,6.040388126,6.07016539,6.099650894,6.131323481,6.157950539,6.183926363
