Submat,RF,Noise,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2,2,0,4.315597855,2.135178637,0.424883408,0.099478577,0.049374047,0.031912157,0.022857388,0.017398016,0.013793775,0.011239231,0.009370401,0.007953006,0.006841503,0.0059587,0.00524055,0.004647756,0.004152424,0.003734407,0.003376944,0.003069426,0.002802649,0.002569366,0.002364485,0.002182822,0.002021534
2,2,0,4.736546986,3.065220859,1.058612095,0.209348862,0.077823015,0.04539128,0.031003547,0.022739526,0.017522749,0.014000034,0.011489991,0.009617786,0.008189535,0.007070203,0.006169069,0.005437156,0.004830552,0.004323264,0.003867526,0.003453093,0.003093107,0.002784847,0.002518935,0.002289916,0.002092661
2,2,0,4.601323292,2.89311732,1.023372144,0.230773464,0.088250644,0.0509729,0.034775241,0.025720276,0.019971939,0.016030269,0.013183982,0.01106706,0.009442455,0.008163796,0.007133398,0.00629361,0.005594707,0.005008319,0.004510557,0.004047125,0.003624224,0.003259373,0.002945315,0.002670104,0.002434625
2,2,0,4.630534291,2.871485233,0.858803522,0.163209996,0.065233318,0.039009341,0.026953336,0.020039523,0.015590368,0.01252484,0.010321407,0.008667619,0.007392347,0.006385978,0.005576684,0.004914662,0.004363852,0.003904062,0.003513214,0.003177839,0.002888535,0.002636818,0.002416575,0.002222876,0.002050845
2,2,0,4.772622585,3.21453812,1.224225426,0.230614838,0.078645244,0.044404475,0.029879849,0.021858495,0.016877002,0.013500977,0.011091399,0.009298664,0.007927136,0.006848046,0.005984723,0.005277782,0.004691634,0.004201032,0.003784338,0.003428083,0.003120084,0.002852502,0.002618245,0.002411441,0.002228174
2,2,0,4.693462208,3.027435027,1.107715486,0.263985897,0.097269196,0.05552664,0.037586903,0.027614715,0.02135663,0.017107466,0.014075508,0.011825051,0.010090455,0.008723672,0.00762836,0.006734164,0.005992264,0.005367642,0.004838964,0.004385499,0.003993531,0.003652073,0.003353654,0.003089782,0.002856068
2,2,0,4.895924427,3.623145692,1.845061531,0.455530085,0.123256906,0.061011668,0.038781974,0.027496879,0.020760791,0.016361012,0.013284091,0.011037005,0.00933541,0.008010443,0.006957699,0.006103167,0.005402183,0.00481749,0.004323203,0.003902568,0.003540383,0.003227077,0.002953144,0.002712536,0.002500687
2,2,0,4.857291572,3.366374847,1.468720073,0.334508596,0.105789784,0.056867963,0.037547994,0.027273677,0.020924115,0.016692861,0.013682305,0.01146397,0.009763611,0.00843285,0.00736557,0.006496728,0.005776391,0.005172882,0.00466137,0.004223886,0.003844917,0.003515438,0.003228239,0.002974193,0.00274893
2,2,0,4.674316771,3.201989885,1.518635245,0.458409928,0.158859933,0.082648576,0.053462252,0.03838373,0.029260989,0.023229463,0.018976226,0.015854992,0.013481554,0.011624383,0.010140445,0.008934736,0.007939006,0.007103214,0.006399391,0.005795273,0.005273832,0.00482155,0.004426073,0.004077277,0.003769273
2,2,0,5.141856745,4.331745997,3.027507734,1.358208474,0.347745556,0.117919082,0.063303416,0.041735822,0.030159814,0.023025791,0.018266291,0.014899575,0.012411032,0.010516397,0.009038723,0.007861736,0.006902766,0.006111333,0.005449195,0.004882216,0.004378942,0.003936249,0.003560861,0.003229295,0.00294413
2,4,0,5.137848154,3.999594744,2.178215645,0.651535027,0.183105802,0.083783152,0.051505765,0.036003379,0.027050993,0.021207579,0.017200496,0.014284148,0.01207436,0.010366758,0.009001835,0.00790285,0.006998392,0.006243259,0.005608131,0.005065249,0.004598246,0.004196178,0.003841736,0.003532229,0.003258211
2,4,0,5.169725128,4.095637247,2.338964339,0.678884063,0.173329106,0.077666631,0.047746155,0.033284135,0.0249352,0.019601928,0.015901478,0.013214309,0.011194813,0.009607839,0.00836274,0.00734676,0.006516503,0.005820826,0.005232793,0.00473065,0.004301548,0.003927896,0.003601364,0.003314532,0.00305983
2,4,0,5.245731838,4.315871343,2.527877923,0.781370822,0.194048139,0.083107982,0.049729161,0.034067573,0.025068781,0.019331977,0.015450686,0.012595672,0.010471696,0.008857928,0.007599642,0.006595354,0.005777629,0.005106574,0.004545595,0.004074151,0.003671626,0.003325397,0.003026844,0.002766265,0.002537311
2,4,0,5.016294412,3.87044451,2.270132009,0.83673487,0.258474091,0.117406227,0.069862339,0.048082057,0.035738942,0.027880422,0.022476891,0.018628643,0.015727845,0.013482685,0.011700512,0.010266788,0.009093601,0.008113312,0.007286586,0.006582872,0.005976908,0.005455963,0.004997058,0.0045941,0.004240136
2,4,0,5.305158101,4.435313493,2.92515865,1.145999286,0.28396606,0.106043202,0.059878923,0.040328461,0.029600285,0.022920658,0.018399633,0.015152975,0.012734423,0.010882545,0.009422109,0.008242154,0.00728482,0.006485669,0.005812834,0.005241216,0.004754544,0.004331598,0.003964355,0.003640427,0.003355689
2,4,0,5.148572154,4.081799246,2.377886888,0.766280374,0.202088865,0.087648721,0.0527131,0.036440654,0.027184567,0.02126764,0.017187505,0.014253847,0.0120424,0.010330324,0.008971892,0.007876529,0.006974981,0.00622724,0.005594291,0.005055856,0.004592374,0.004190306,0.003840054,0.00353216,0.003258933
